Age,Gender,County,Monthly_Income,Loan_Amount,Loan_Term_Days,Loan_Purpose,Mpesa_Transactions,Mpesa_Volume,Previous_Loans,Previous_Defaults,Repayment_Score,Credit_Score,Loan_Repaid
47,Female,Nakuru,22864,18921,14,Personal,48,12117,5,0,0.749,0.705,0
50,Female,Meru,5000,42422,14,Emergency,113,16631,4,1,0.649,0.571,1
45,Female,Mombasa,13988,1743,60,Farm Inputs,97,23224,5,1,0.747,0.642,1
64,Female,Meru,42043,43329,14,Personal,94,6523,3,0,0.83,0.771,0
50,Female,Kiambu,27244,22363,30,Business,33,23132,5,0,0.798,0.735,1
22,Male,Kiambu,21129,32837,30,Farm Inputs,40,26250,7,0,0.62,0.638,0
36,Male,Machakos,38418,34921,60,Emergency,39,14518,1,0,0.857,0.78,1
21,Female,Kisumu,11438,25188,14,School Fees,117,23632,1,1,0.938,0.634,0
52,Male,Nakuru,22295,8474,60,School Fees,12,9567,5,0,0.548,0.604,1
34,Female,Kisumu,26653,9991,14,Personal,20,4243,2,1,0.566,0.518,0
61,Male,Nakuru,19703,2804,60,Farm Inputs,47,1129,2,0,0.771,0.712,0
45,Male,Machakos,26209,29500,14,Business,73,18592,3,0,0.831,0.75,0
47,Male,Mombasa,22747,23804,14,Business,148,18170,4,1,0.76,0.65,0
46,Male,Meru,8207,11998,60,Emergency,60,10907,2,1,0.684,0.553,1
63,Male,Kisumu,27177,12838,60,Farm Inputs,45,23203,6,1,0.724,0.656,0
23,Male,Nakuru,9059,4314,60,Farm Inputs,81,10485,4,0,0.717,0.671,1
52,Male,Kisumu,26987,25296,14,School Fees,12,6307,4,0,0.687,0.679,1
58,Male,Mombasa,41489,27719,60,Emergency,58,8361,4,2,0.631,0.551,1
54,Male,Meru,21627,30425,14,Emergency,94,24882,6,0,0.838,0.748,1
41,Male,Nairobi,10942,13009,30,Emergency,124,20890,3,0,0.694,0.662,1
46,Male,Nakuru,23476,38306,30,Farm Inputs,137,13826,5,1,0.666,0.614,1
63,Male,Nairobi,15016,49293,14,School Fees,13,13111,4,0,0.69,0.665,1
48,Male,Machakos,32134,13865,14,Emergency,198,11033,3,1,0.625,0.58,1
52,Female,Meru,23224,30826,60,School Fees,75,1000,0,0,0.583,0.622,0
50,Male,Kiambu,45517,37049,14,Emergency,34,3804,3,0,0.6,0.661,1
38,Male,Kisumu,38955,35226,14,Farm Inputs,85,14024,1,0,0.808,0.756,1
49,Male,Nakuru,23163,39609,30,School Fees,112,19129,4,1,0.694,0.618,0
40,Male,Kisumu,33587,9724,60,Personal,99,12709,4,1,0.8,0.685,1
50,Male,Machakos,20281,5582,60,Emergency,69,4142,1,1,0.843,0.599,0
20,Male,Machakos,25407,21206,14,Farm Inputs,34,26382,2,0,0.555,0.611,0
35,Female,Kisumu,20662,40569,60,School Fees,51,5399,3,0,0.648,0.652,1
42,Female,Nakuru,34197,47543,30,Business,99,15115,3,0,0.905,0.798,0
59,Female,Meru,42195,15875,30,Farm Inputs,92,16113,0,0,0.695,0.704,0
48,Male,Mombasa,34583,31434,30,Farm Inputs,163,31416,3,0,0.739,0.716,1
20,Male,Meru,36063,28259,14,Business,192,8392,3,0,0.639,0.668,1
57,Male,Mombasa,36076,30026,14,Business,79,15325,5,1,0.931,0.764,1
63,Female,Kiambu,31615,20112,30,Personal,110,16249,3,2,0.613,0.499,1
41,Male,Meru,11328,18359,30,Personal,84,7040,5,2,0.633,0.532,1
49,Male,Kisumu,45411,35675,60,Personal,141,17114,3,0,0.717,0.719,1
64,Female,Kisumu,46652,24427,60,Farm Inputs,186,11944,3,0,0.704,0.714,1
39,Female,Nakuru,22193,46513,60,Farm Inputs,65,12830,6,1,0.613,0.593,1
40,Male,Kisumu,20551,44427,60,Farm Inputs,196,9940,4,1,0.832,0.683,0
19,Male,Nakuru,32348,38683,30,Personal,101,23241,1,0,0.829,0.757,0
44,Male,Kisumu,31609,35513,60,School Fees,10,14113,4,0,0.579,0.632,0
59,Male,Machakos,22576,22573,30,Farm Inputs,49,9388,0,0,0.61,0.635,1
19,Female,Nairobi,9999,21221,30,Farm Inputs,69,1000,3,0,0.624,0.625,0
43,Male,Kisumu,28668,7072,14,Farm Inputs,41,28167,5,2,0.588,0.532,0
34,Male,Nairobi,31617,4450,60,Personal,94,15529,4,0,0.81,0.747,1
57,Female,Mombasa,33709,19542,30,Emergency,149,24015,4,1,0.651,0.611,1
50,Male,Kiambu,29191,10506,14,Personal,106,23671,4,0,0.688,0.683,1
26,Male,Meru,21746,40753,14,Emergency,114,17624,2,0,0.632,0.645,1
60,Female,Meru,36928,20167,30,Personal,157,21390,4,0,0.784,0.741,0
56,Female,Mombasa,25790,18180,30,School Fees,54,23862,2,0,0.205,0.437,0
46,Male,Kisumu,19420,28231,60,School Fees,127,7735,3,0,1.0,0.826,1
59,Female,Meru,22832,34915,60,Farm Inputs,75,21256,3,2,0.707,0.534,0
43,Female,Nakuru,5000,48313,30,Personal,115,16996,2,1,0.692,0.553,0
52,Male,Mombasa,22813,9856,30,Emergency,35,8770,1,0,0.455,0.558,0
42,Female,Machakos,33261,41360,14,Emergency,164,21025,4,2,0.958,0.703,0
41,Male,Nairobi,29077,22513,14,School Fees,119,8279,2,1,0.521,0.499,0
30,Male,Nakuru,43247,3744,14,Farm Inputs,52,18866,4,1,0.977,0.786,1
24,Male,Meru,21844,24071,14,Emergency,149,16998,2,1,0.629,0.544,0
53,Male,Nakuru,30847,37293,14,Personal,193,10463,0,0,0.801,0.742,1
62,Female,Kisumu,34512,12392,60,Farm Inputs,189,28189,2,0,0.543,0.618,0
37,Male,Machakos,53114,41962,14,Personal,61,21075,2,0,0.914,0.828,0
18,Male,Nairobi,26737,14377,30,Personal,165,9369,5,0,0.568,0.62,0
25,Male,Machakos,12469,23254,60,School Fees,151,23770,0,0,0.587,0.61,1
63,Male,Mombasa,35175,21088,14,Personal,19,12552,2,1,0.556,0.525,1
33,Female,Kisumu,47388,42270,14,Business,167,12170,4,0,0.795,0.761,1
31,Female,Nakuru,21129,24138,14,Farm Inputs,181,21702,2,0,0.611,0.634,1
29,Female,Nakuru,35092,1285,30,Business,168,19593,3,0,0.802,0.748,1
40,Male,Mombasa,39744,727,14,Personal,58,13265,3,1,0.573,0.564,1
32,Female,Nakuru,37204,5447,30,Personal,40,26020,3,1,0.798,0.674,1
45,Female,Kiambu,26506,7977,30,School Fees,57,9525,5,0,0.769,0.72,0
51,Male,Kisumu,16618,17711,14,School Fees,192,24963,2,0,0.686,0.665,1
19,Female,Mombasa,24024,14394,14,School Fees,78,9736,2,0,0.87,0.767,1
49,Male,Kisumu,30503,28887,60,School Fees,48,17567,1,1,0.771,0.576,0
40,Female,Nairobi,35898,10717,60,Emergency,37,12505,3,0,0.602,0.649,1
39,Female,Kisumu,29007,47988,60,School Fees,176,20584,2,0,0.907,0.792,0
42,Female,Kisumu,20441,39524,30,Personal,59,1000,4,0,0.852,0.753,1
39,Female,Nairobi,31664,12056,14,Personal,48,7705,3,0,0.791,0.738,0
39,Male,Mombasa,35321,12068,60,Farm Inputs,55,19028,4,0,0.657,0.675,1
59,Male,Kisumu,29555,27414,30,Business,103,21187,4,2,0.662,0.55,0
23,Female,Machakos,14965,26204,60,Emergency,90,10548,2,0,0.477,0.558,0
32,Male,Kisumu,22823,22966,60,Emergency,55,22534,0,0,0.484,0.572,1
60,Female,Mombasa,36373,8982,14,Farm Inputs,139,10129,2,0,0.82,0.758,0
54,Female,Nakuru,8403,20432,14,Farm Inputs,133,18636,2,1,0.501,0.462,1
50,Female,Meru,5000,8188,30,School Fees,145,14020,2,0,0.644,0.629,0
25,Female,Nairobi,43096,559,14,Farm Inputs,52,4480,5,0,0.813,0.764,1
61,Female,Nakuru,31136,38699,60,Emergency,131,27334,7,0,0.439,0.561,0
61,Female,Mombasa,32280,29277,30,Business,118,11088,3,0,0.7,0.693,1
22,Male,Kiambu,12078,19554,30,Business,88,9852,5,2,0.76,0.596,0
56,Male,Meru,33850,47692,30,Emergency,179,12327,2,0,0.636,0.663,0
21,Female,Nakuru,28302,3839,30,School Fees,51,12015,3,0,0.536,0.606,0
23,Male,Kisumu,5988,19673,14,Business,14,16435,3,1,0.546,0.506,1
62,Female,Meru,42091,33082,60,Business,30,11681,3,1,0.8,0.681,0
49,Male,Kisumu,26904,36922,14,School Fees,54,11338,5,0,0.592,0.632,0
47,Male,Nairobi,20246,46455,14,Business,179,18383,1,0,0.533,0.594,1
64,Male,Kisumu,20464,27568,30,Personal,176,15048,2,0,0.676,0.665,1
52,Female,Meru,5000,38816,14,Emergency,133,18245,1,0,0.623,0.618,1
57,Male,Machakos,32120,21986,14,Business,113,12997,5,2,0.82,0.653,1
33,Female,Machakos,28142,31141,60,Business,67,17112,2,0,0.908,0.792,1
30,Female,Nakuru,22671,19546,30,School Fees,149,4347,0,0,0.428,0.544,0
59,Female,Mombasa,40341,17085,14,Business,149,22643,3,1,0.641,0.6,1
47,Male,Nairobi,8393,7587,30,School Fees,171,12127,5,0,0.896,0.759,1
36,Male,Kiambu,17838,46602,60,Emergency,47,13469,4,1,0.549,0.539,1
34,Male,Nakuru,14799,41930,14,Personal,45,18835,2,0,0.672,0.656,1
36,Female,Mombasa,21654,41211,60,Farm Inputs,19,16717,0,0,0.924,0.791,1
45,Female,Nairobi,25809,36624,60,Emergency,133,19450,3,1,0.583,0.551,1
43,Male,Meru,30160,28830,30,Business,62,24572,1,0,0.772,0.726,0
54,Female,Nairobi,20836,43816,30,Personal,58,13293,1,0,0.661,0.658,1
43,Male,Meru,14471,37241,30,Farm Inputs,137,14720,4,2,0.834,0.617,0
40,Male,Nakuru,45232,13520,14,Farm Inputs,66,33815,3,0,0.782,0.751,1
26,Male,Mombasa,53939,44043,30,Business,131,11680,1,0,0.58,0.662,1
29,Male,Mombasa,26719,4971,14,Farm Inputs,75,10289,3,2,0.466,0.419,1
18,Female,Kisumu,15918,27622,60,Farm Inputs,50,20535,3,1,0.599,0.546,1
18,Male,Kiambu,42705,3623,30,Emergency,94,21565,4,0,0.536,0.625,1
64,Male,Machakos,7638,11833,60,Emergency,197,20921,4,1,0.713,0.607,1
51,Male,Kisumu,20982,39271,30,Farm Inputs,160,10369,3,0,0.452,0.554,1
49,Male,Nairobi,16646,4290,60,School Fees,126,14016,5,0,0.5,0.572,1
42,Male,Kiambu,11085,32536,14,Business,88,14968,4,1,0.499,0.504,0
57,Male,Kiambu,21639,39789,60,School Fees,173,12936,3,0,0.362,0.51,0
62,Male,Mombasa,14629,36378,14,School Fees,155,16152,6,3,0.6,0.491,1
18,Female,Kiambu,25151,25423,30,Farm Inputs,164,12818,3,0,0.705,0.686,1
33,Female,Nakuru,25326,2101,30,Business,190,25675,6,0,0.641,0.654,0
56,Female,Kiambu,17544,12288,30,School Fees,171,8058,0,0,0.198,0.422,0
22,Female,Nairobi,20553,21807,14,Emergency,86,27226,0,0,0.862,0.758,1
39,Male,Nakuru,22229,27629,30,Emergency,37,6250,2,0,0.559,0.609,1
46,Female,Nakuru,34718,13212,14,Business,190,28863,4,0,0.707,0.7,1
20,Female,Kisumu,23218,22803,14,School Fees,93,21488,1,0,0.952,0.807,1
29,Female,Kiambu,34896,47015,60,Personal,164,10124,1,0,0.904,0.799,1
43,Male,Mombasa,32029,16504,30,Personal,118,14966,5,0,0.524,0.605,1
33,Female,Meru,31858,20662,60,Business,54,19946,4,1,0.648,0.606,1
54,Female,Kisumu,41654,41781,14,Business,183,20017,3,1,1.0,0.781,1
39,Male,Mombasa,11567,28737,60,Personal,23,14166,0,0,0.5,0.566,1
46,Female,Kiambu,19321,10989,30,School Fees,7,7902,2,0,0.596,0.624,1
31,Male,Kisumu,46159,17063,14,School Fees,120,22367,2,0,0.594,0.658,1
45,Female,Kiambu,21912,20849,60,Farm Inputs,95,16946,1,0,0.313,0.486,0
22,Male,Nairobi,5000,46559,30,Business,149,24838,1,0,0.765,0.689,1
64,Female,Kisumu,22564,28643,30,School Fees,47,14232,8,0,0.691,0.676,0
47,Female,Mombasa,26619,49305,60,Personal,161,16406,1,0,0.861,0.766,1
63,Female,Nairobi,5000,16185,14,Personal,112,24946,2,0,0.577,0.595,1
22,Male,Machakos,41007,27109,30,Emergency,48,16691,4,0,0.657,0.683,1
29,Female,Mombasa,16435,42197,14,School Fees,56,5907,2,1,0.819,0.632,1
33,Male,Meru,28942,36987,30,Farm Inputs,101,4896,2,1,0.802,0.64,1
43,Male,Kiambu,22288,49706,14,Farm Inputs,32,2944,6,2,0.637,0.562,0
43,Male,Mombasa,9539,11617,14,Business,113,8865,3,1,0.676,0.576,0
38,Male,Machakos,12153,23541,30,Emergency,166,12043,2,1,0.534,0.483,1
56,Female,Mombasa,13779,26509,60,Personal,58,21232,3,1,0.885,0.686,1
53,Female,Nairobi,38028,45102,60,Personal,6,22122,7,2,0.851,0.701,1
50,Female,Nakuru,23229,20178,60,Business,118,1000,5,1,0.821,0.692,1
47,Male,Mombasa,18737,37123,14,Farm Inputs,21,19329,2,0,0.573,0.612,1
54,Female,Kisumu,13784,13869,60,Farm Inputs,150,12422,3,0,0.688,0.662,1
40,Male,Meru,39353,36019,60,Personal,32,17445,3,2,0.722,0.563,0
27,Male,Machakos,42570,28709,30,Business,32,28491,1,0,0.641,0.677,0
22,Male,Mombasa,39216,33992,14,School Fees,184,9249,3,1,0.654,0.604,0
53,Female,Machakos,30909,42713,60,Emergency,20,18462,4,1,0.601,0.582,1
51,Female,Nakuru,28477,9869,30,Farm Inputs,165,22440,2,0,0.545,0.61,1
48,Male,Nairobi,10408,42756,14,Farm Inputs,89,15578,5,2,0.505,0.467,1
27,Female,Kisumu,22050,41317,30,Farm Inputs,9,10666,7,0,0.84,0.749,1
36,Female,Kiambu,16793,13857,60,School Fees,49,10548,4,0,0.609,0.627,1
49,Male,Mombasa,5000,49501,14,School Fees,169,11639,2,0,0.68,0.647,0
18,Male,Nairobi,37684,25970,14,Emergency,56,16638,5,0,0.7,0.7,1
22,Female,Machakos,16650,19383,60,Farm Inputs,196,10203,3,0,0.777,0.711,0
62,Male,Nakuru,39351,1829,30,Personal,66,19141,8,1,0.926,0.782,1
21,Male,Meru,35580,27550,14,Farm Inputs,9,17933,4,1,0.727,0.651,0
33,Female,Machakos,31680,31907,14,Emergency,111,2972,3,0,0.7,0.692,1
41,Female,Meru,32354,13038,14,Emergency,15,22872,3,1,0.761,0.649,1
33,Male,Nakuru,17616,19334,60,Personal,90,30464,3,0,0.505,0.576,1
19,Female,Meru,47294,47321,30,School Fees,135,11639,3,1,0.822,0.699,1
45,Male,Nakuru,25517,47803,60,Personal,183,21411,2,1,0.755,0.612,1
49,Male,Nairobi,28623,42629,14,Emergency,64,24428,2,2,0.765,0.521,1
44,Female,Mombasa,17211,30246,30,Personal,70,20019,7,2,0.606,0.551,1
37,Male,Kiambu,13826,40325,30,Farm Inputs,189,18933,3,1,0.609,0.548,1
41,Male,Mombasa,30727,12131,60,Emergency,21,3149,2,0,0.735,0.708,1
29,Male,Kisumu,27610,43827,60,School Fees,135,13010,6,0,0.659,0.666,1
52,Female,Mombasa,15527,4794,14,School Fees,135,13940,4,0,0.77,0.706,1
50,Female,Nakuru,7738,42924,60,Personal,44,24349,5,0,0.698,0.659,1
50,Female,Nakuru,9760,46638,60,Personal,84,6033,3,0,0.689,0.658,1
60,Male,Kisumu,39353,18614,60,Personal,80,28649,4,1,0.558,0.571,1
54,Male,Machakos,17640,8649,60,Farm Inputs,67,26445,2,1,0.241,0.344,0
29,Female,Nakuru,20933,47746,60,School Fees,55,8053,2,0,0.719,0.687,0
20,Female,Kisumu,42404,34391,14,Emergency,133,6254,3,1,0.678,0.621,1
18,Female,Nakuru,11534,24077,30,Emergency,55,22571,3,0,0.718,0.674,1
50,Male,Kiambu,16276,32675,60,School Fees,8,12970,3,0,0.784,0.714,0
57,Female,Nakuru,15774,49916,30,Personal,136,13288,2,0,0.491,0.567,0
27,Male,Nairobi,44416,48634,30,Business,179,21861,3,0,0.597,0.658,0
60,Female,Kisumu,48920,18913,60,Personal,171,6781,2,0,0.623,0.677,1
61,Male,Meru,34018,40142,60,School Fees,88,21779,3,0,0.922,0.806,1
46,Male,Mombasa,34400,4266,30,Farm Inputs,53,6357,4,0,0.769,0.731,1
30,Female,Kisumu,18035,41855,14,Personal,189,5927,2,0,0.391,0.52,0
29,Male,Machakos,48367,40324,30,Emergency,43,21416,3,1,0.601,0.59,0
48,Female,Nakuru,28212,26556,14,Farm Inputs,149,19838,1,0,0.737,0.706,1
63,Male,Kisumu,35237,8799,30,School Fees,147,1000,3,1,0.614,0.579,1
19,Male,Kiambu,23733,36831,60,Business,109,21193,3,1,0.635,0.574,0
52,Female,Kisumu,21783,44366,14,Personal,160,28509,1,0,0.751,0.704,1
40,Male,Kiambu,44956,8349,30,Farm Inputs,20,15770,3,0,0.415,0.568,1
34,Female,Nakuru,31476,14271,14,Farm Inputs,138,23984,4,0,0.582,0.633,1
43,Female,Mombasa,42416,30104,60,Emergency,96,13454,1,0,0.643,0.678,1
25,Female,Nakuru,28063,6535,14,Personal,164,22597,2,1,0.607,0.541,0
46,Male,Machakos,14819,15604,60,Business,29,1000,2,1,0.542,0.491,1
43,Male,Nairobi,17999,8459,60,Farm Inputs,43,10673,2,0,0.859,0.753,0
27,Male,Mombasa,26235,3696,14,Emergency,149,34921,2,0,0.614,0.642,1
43,Female,Mombasa,17481,37399,60,Personal,50,25515,1,1,0.98,0.663,0
51,Female,Nairobi,11710,19959,60,Personal,120,12842,1,0,0.767,0.699,1
58,Male,Kisumu,39417,912,60,Business,57,14857,4,1,0.406,0.496,1
24,Male,Nakuru,18461,28234,14,Emergency,118,7192,3,1,0.775,0.637,0
21,Female,Kisumu,26658,9174,60,Business,55,15118,2,0,0.47,0.571,1
62,Male,Kisumu,28553,11651,30,Farm Inputs,150,2958,0,0,0.821,0.749,1
28,Female,Nakuru,17942,37115,60,School Fees,24,18774,7,1,0.631,0.602,0
46,Male,Machakos,42409,9294,30,School Fees,91,11111,2,0,0.786,0.75,0
53,Female,Mombasa,11594,24858,14,Business,137,19903,2,0,0.644,0.637,0
42,Male,Kiambu,28139,34349,30,Business,66,11024,3,1,0.466,0.495,0
38,Male,Nairobi,27953,29343,60,School Fees,107,10573,2,0,0.451,0.563,1
53,Female,Mombasa,24348,24546,60,Farm Inputs,16,21401,4,0,0.756,0.711,0
27,Female,Kisumu,9437,8716,60,Business,85,11937,3,0,0.457,0.541,1
54,Female,Nairobi,35449,8889,60,Farm Inputs,162,12402,5,1,0.696,0.645,1
26,Male,Kiambu,33922,41882,60,Farm Inputs,148,25618,3,2,0.606,0.498,0
41,Female,Mombasa,16893,18025,60,Emergency,6,25454,0,0,0.956,0.8,1
52,Female,Mombasa,33489,10745,14,Farm Inputs,129,20994,3,1,0.763,0.651,1
52,Male,Machakos,29498,18004,60,Personal,121,15205,2,1,0.377,0.428,0
53,Female,Mombasa,9632,12859,30,School Fees,135,32427,4,1,0.75,0.628,0
35,Female,Mombasa,14752,32148,30,School Fees,12,24726,3,0,0.56,0.6,1
56,Female,Kiambu,38659,5027,30,Business,41,10499,3,0,0.779,0.741,1
49,Male,Kiambu,28712,45935,14,Business,185,20214,5,0,0.943,0.81,0
41,Male,Nairobi,18228,26869,30,Emergency,59,8219,6,2,0.71,0.594,1
40,Male,Kisumu,14698,7193,30,Emergency,53,18181,3,1,0.528,0.509,1
49,Female,Kiambu,18815,38171,30,Personal,63,13790,2,1,0.369,0.409,1
54,Male,Nairobi,19666,33323,14,Business,64,11242,2,0,0.661,0.657,0
29,Female,Mombasa,14848,23642,30,School Fees,93,18316,2,0,0.798,0.719,1
30,Female,Nairobi,5000,13914,30,Personal,82,9050,0,0,0.754,0.684,0
40,Female,Nairobi,38680,35531,14,Business,123,13310,1,0,0.676,0.69,1
42,Male,Nairobi,36647,28774,60,Personal,178,18332,3,1,0.399,0.473,0
52,Male,Nakuru,9720,41750,30,Farm Inputs,104,15721,4,0,0.448,0.537,1
58,Female,Nairobi,26635,15550,60,Farm Inputs,67,13796,3,0,0.657,0.664,0
47,Female,Kiambu,14173,18878,30,Personal,131,12906,0,0,0.69,0.664,1
34,Male,Meru,21861,17718,14,Business,164,13169,2,0,0.784,0.721,0
37,Male,Meru,20862,38538,60,Farm Inputs,70,26214,5,1,0.667,0.611,1
42,Male,Meru,19865,14772,14,Farm Inputs,89,22322,1,0,0.724,0.689,0
39,Female,Meru,49035,15026,60,Personal,8,3345,3,0,0.79,0.76,1
30,Male,Nakuru,19716,15242,14,Farm Inputs,161,7932,1,0,0.761,0.707,1
36,Male,Kisumu,15300,43374,60,School Fees,181,6491,5,1,0.246,0.394,0
53,Male,Nairobi,15849,44061,60,Farm Inputs,97,11929,5,0,0.555,0.599,0
29,Female,Machakos,37525,34769,60,Personal,27,23669,4,0,0.581,0.64,0
58,Male,Meru,5174,15795,30,Farm Inputs,135,9353,3,0,0.751,0.683,1
36,Female,Mombasa,15848,16053,60,Farm Inputs,58,18242,1,0,0.639,0.641,0
29,Female,Meru,42361,44781,60,Emergency,153,22778,5,1,0.648,0.631,0
26,Female,Meru,27927,21572,30,Personal,84,1000,2,1,0.428,0.451,0
24,Male,Mombasa,27303,4636,30,Personal,48,11230,4,1,0.827,0.69,1
45,Male,Nakuru,50585,15205,14,Emergency,152,3812,7,2,0.811,0.698,0
31,Male,Mombasa,27956,16903,14,Emergency,189,10578,2,0,0.515,0.595,0
48,Female,Mombasa,16501,17916,30,School Fees,184,18393,1,0,0.55,0.597,1
36,Male,Nakuru,21615,42284,30,Farm Inputs,149,2945,3,2,0.561,0.459,1
64,Female,Mombasa,11374,47215,30,Business,198,15038,3,0,0.641,0.636,1
33,Male,Nairobi,40071,20158,30,Business,16,2658,0,0,0.935,0.821,1
22,Male,Meru,31894,12353,30,Emergency,190,6109,2,0,0.73,0.708,1
52,Male,Kisumu,38492,28869,14,Personal,137,23394,7,1,0.641,0.634,1
29,Male,Nakuru,39555,47621,30,Personal,84,19881,2,0,0.655,0.68,1
42,Female,Machakos,20029,1247,30,School Fees,130,6088,1,0,0.646,0.65,1
38,Female,Nakuru,13662,43826,14,Business,96,14992,1,0,0.842,0.739,1
53,Female,Kiambu,24379,49339,60,Personal,76,13368,3,0,0.744,0.705,1
40,Female,Machakos,14526,40272,14,School Fees,188,16916,1,0,0.558,0.598,0
33,Male,Kiambu,26979,17851,14,School Fees,50,21164,4,0,0.725,0.699,1
56,Female,Nakuru,38585,48909,30,Emergency,76,32714,6,1,0.586,0.601,0
62,Female,Kiambu,22982,4047,60,Business,97,12624,4,2,0.635,0.528,1
59,Female,Machakos,26799,33211,14,School Fees,125,28981,8,3,0.648,0.56,0
56,Male,Nairobi,23873,29511,60,School Fees,22,8877,6,1,0.68,0.629,0
31,Female,Nakuru,34632,19682,14,School Fees,48,14150,2,1,0.663,0.577,0
48,Female,Nakuru,16986,36283,30,Business,47,11594,3,0,0.74,0.693,1
22,Male,Mombasa,5000,2523,14,Emergency,83,11961,6,0,0.768,0.691,0
52,Male,Nakuru,30650,9092,14,Farm Inputs,81,16662,4,0,0.58,0.631,1
40,Female,Meru,36854,31609,14,Personal,154,20383,5,2,0.612,0.555,1
46,Female,Meru,30356,21316,60,Business,64,17518,3,0,0.455,0.568,0
60,Male,Nakuru,17317,26999,60,Business,67,20435,3,0,0.866,0.756,0
28,Female,Nairobi,11379,26444,30,Business,28,19866,3,0,0.599,0.615,1
35,Male,Mombasa,30933,32762,60,Farm Inputs,197,17311,3,1,0.868,0.7,1
64,Female,Kisumu,26697,43780,60,Personal,33,14212,3,0,0.742,0.707,1
29,Female,Kiambu,23490,36592,60,Personal,133,10717,4,1,0.957,0.75,1
26,Female,Machakos,46869,18761,30,School Fees,128,11750,1,1,0.912,0.668,1
27,Female,Kisumu,13638,44147,30,School Fees,5,24536,2,0,1.0,0.818,1
61,Female,Mombasa,46300,36943,30,Emergency,77,11417,3,1,0.781,0.677,1
34,Male,Meru,25381,23845,30,Business,25,19125,4,0,0.667,0.668,0
55,Male,Meru,5000,10611,14,Emergency,160,25685,3,1,0.827,0.645,1
24,Female,Meru,22849,16889,30,Business,150,18708,7,2,0.746,0.629,1
63,Female,Nairobi,36513,38801,30,Personal,101,16788,4,0,0.775,0.736,1
30,Female,Meru,20619,10213,14,Emergency,56,27215,1,0,0.539,0.597,0
57,Male,Machakos,7302,38443,14,Personal,70,16181,2,0,0.974,0.797,1
59,Male,Kiambu,23025,37146,60,School Fees,119,12342,2,0,0.691,0.676,1
26,Male,Nakuru,14713,20353,60,Personal,92,26624,1,1,0.675,0.507,1
44,Male,Nakuru,30901,9513,30,Farm Inputs,66,12409,4,1,0.628,0.595,1
19,Male,Kisumu,34280,3593,60,Emergency,23,15558,3,0,0.715,0.703,0
22,Male,Kiambu,12324,48044,14,Business,6,11539,5,1,0.633,0.583,0
46,Male,Mombasa,16530,11804,60,Personal,59,1000,3,0,0.59,0.617,1
54,Male,Kiambu,34079,33021,60,Emergency,83,3880,3,0,0.61,0.65,0
55,Female,Nairobi,14693,27381,30,Business,189,7559,0,0,0.504,0.572,0
36,Male,Kisumu,12014,40886,14,Emergency,15,15347,2,0,0.581,0.607,0
25,Male,Kisumu,10855,31267,14,Emergency,148,16167,5,0,0.553,0.591,1
62,Male,Nairobi,29224,41245,60,Farm Inputs,89,17482,2,0,0.882,0.78,1
18,Male,Kiambu,28709,35818,60,Personal,194,10313,5,0,0.774,0.725,1
39,Female,Meru,16791,34493,60,Farm Inputs,31,9789,4,2,0.762,0.584,1
34,Male,Nairobi,25061,16511,30,School Fees,26,37050,2,1,0.945,0.706,1
24,Female,Meru,43325,27632,60,Emergency,7,10251,5,0,0.872,0.794,1
42,Female,Machakos,13311,42113,60,Personal,7,18164,1,0,0.816,0.726,1
62,Female,Nairobi,5000,40721,30,School Fees,153,22698,2,0,0.479,0.546,1
21,Male,Meru,30460,10031,14,School Fees,47,18237,2,0,0.966,0.824,1
53,Male,Kiambu,23675,5056,30,Farm Inputs,93,13247,4,0,0.691,0.677,1
23,Male,Meru,16479,3217,60,School Fees,41,7047,7,2,0.864,0.679,0
48,Female,Nairobi,32824,36660,60,Business,98,6871,3,1,0.841,0.689,1
36,Female,Mombasa,35070,25038,14,Business,188,12008,0,0,0.722,0.708,1
61,Female,Nakuru,5000,46754,30,Business,43,14026,4,0,0.843,0.728,0
56,Female,Nairobi,17168,42522,60,School Fees,152,14721,1,0,0.578,0.612,1
44,Male,Nakuru,52810,39390,14,Emergency,69,9949,4,0,0.845,0.793,0
27,Male,Nairobi,32000,43992,60,Personal,167,11635,1,0,0.583,0.634,1
43,Male,Kiambu,33113,10300,14,Business,47,24706,1,0,0.834,0.761,1
36,Female,Machakos,39074,39907,60,Business,25,7811,4,1,0.814,0.699,1
56,Female,Machakos,25204,23902,60,Business,14,10208,4,2,0.631,0.529,0
20,Male,Nakuru,34560,27724,14,Farm Inputs,49,5867,4,0,0.807,0.749,1
62,Male,Kiambu,33616,46713,14,Farm Inputs,97,35021,4,2,0.548,0.499,1
30,Female,Meru,31468,5250,60,Business,7,1326,1,0,0.566,0.625,1
45,Male,Kiambu,21135,14320,14,Business,47,12536,2,0,0.562,0.609,0
37,Male,Kiambu,27064,35922,60,Farm Inputs,184,27741,4,0,0.615,0.644,0
45,Female,Mombasa,17939,49807,60,Personal,45,24671,5,0,0.694,0.671,1
25,Female,Kisumu,25153,36337,30,Emergency,125,17391,2,0,0.873,0.77,0
58,Female,Nairobi,10978,18847,60,Personal,111,18433,3,0,0.802,0.716,1
56,Male,Kiambu,15512,21478,60,Emergency,173,7432,3,0,0.707,0.674,0
18,Female,Kiambu,21612,14213,14,School Fees,13,4312,3,0,0.724,0.691,1
